tick,day,hour,time_label,period,agent_id,profile,risk_score,threshold_crossed,session_id,chain_step,behavior,suspicious
0,1,0,Day 01  00:00,off_hours,alice,normal_employee,0.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,bob,normal_employee,0.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,carol,normal_employee,0.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,dave,developer,0.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,eve,developer,0.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,frank,normal_employee,0.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,grace,stressed_employee,1.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,henry,stressed_employee,1.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,ivan,malicious_insider,2.5,False,0,0,INACTIVE_OFF_HOURS,False
0,1,0,Day 01  00:00,off_hours,julia,malicious_insider,2.5,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,alice,normal_employee,1.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,bob,normal_employee,1.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,carol,normal_employee,1.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,dave,developer,1.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,eve,developer,1.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,frank,normal_employee,1.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,grace,stressed_employee,3.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,henry,stressed_employee,3.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,ivan,malicious_insider,5.0,False,0,0,INACTIVE_OFF_HOURS,False
1,1,1,Day 01  01:00,off_hours,julia,malicious_insider,5.0,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,alice,normal_employee,1.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,bob,normal_employee,1.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,carol,normal_employee,1.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,dave,developer,1.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,eve,developer,1.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,frank,normal_employee,1.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,grace,stressed_employee,4.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,henry,stressed_employee,4.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,ivan,malicious_insider,7.5,False,0,0,INACTIVE_OFF_HOURS,False
2,1,2,Day 01  02:00,off_hours,julia,malicious_insider,7.5,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,alice,normal_employee,2.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,bob,normal_employee,2.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,carol,normal_employee,2.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,dave,developer,2.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,eve,developer,2.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,frank,normal_employee,2.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,grace,stressed_employee,6.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,henry,stressed_employee,6.0,False,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,ivan,malicious_insider,10.0,True,0,0,INACTIVE_OFF_HOURS,False
3,1,3,Day 01  03:00,off_hours,julia,malicious_insider,10.0,True,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,alice,normal_employee,2.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,bob,normal_employee,2.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,carol,normal_employee,2.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,dave,developer,2.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,eve,developer,2.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,frank,normal_employee,2.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,grace,stressed_employee,7.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,henry,stressed_employee,7.5,False,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,ivan,malicious_insider,12.5,True,0,0,INACTIVE_OFF_HOURS,False
4,1,4,Day 01  04:00,off_hours,julia,malicious_insider,12.5,True,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,alice,normal_employee,3.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,bob,normal_employee,3.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,carol,normal_employee,3.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,dave,developer,3.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,eve,developer,3.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,frank,normal_employee,3.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,grace,stressed_employee,9.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,henry,stressed_employee,9.0,False,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,ivan,malicious_insider,15.0,True,0,0,INACTIVE_OFF_HOURS,False
5,1,5,Day 01  05:00,off_hours,julia,malicious_insider,15.0,True,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,alice,normal_employee,3.5,False,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,bob,normal_employee,3.5,False,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,carol,normal_employee,3.5,False,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,dave,developer,3.5,False,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,eve,developer,3.5,False,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,frank,normal_employee,3.5,False,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,grace,stressed_employee,10.5,True,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,henry,stressed_employee,10.5,True,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,ivan,malicious_insider,17.5,True,0,0,INACTIVE_OFF_HOURS,False
6,1,6,Day 01  06:00,off_hours,julia,malicious_insider,17.5,True,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,alice,normal_employee,4.0,False,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,bob,normal_employee,4.0,False,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,carol,normal_employee,4.0,False,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,dave,developer,4.0,False,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,eve,developer,4.0,False,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,frank,normal_employee,4.0,False,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,grace,stressed_employee,12.0,True,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,henry,stressed_employee,12.0,True,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,ivan,malicious_insider,20.0,True,0,0,INACTIVE_OFF_HOURS,False
7,1,7,Day 01  07:00,off_hours,julia,malicious_insider,20.0,True,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,alice,normal_employee,4.5,False,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,bob,normal_employee,4.5,False,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,carol,normal_employee,4.5,False,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,dave,developer,4.5,False,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,eve,developer,4.5,False,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,frank,normal_employee,4.5,False,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,grace,stressed_employee,13.5,True,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,henry,stressed_employee,13.5,True,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,ivan,malicious_insider,22.5,True,0,0,INACTIVE_OFF_HOURS,False
8,1,8,Day 01  08:00,off_hours,julia,malicious_insider,22.5,True,0,0,INACTIVE_OFF_HOURS,False
9,1,9,Day 01  09:00,work_hours,alice,normal_employee,5.0,False,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,alice,normal_employee,5.0,False,1,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,alice,normal_employee,5.0,False,1,2,DELETE_ARCHIVE,False
9,1,9,Day 01  09:00,work_hours,alice,normal_employee,5.0,False,2,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,alice,normal_employee,5.0,False,2,1,COMPOSE_NEW,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,1,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,1,2,DELETE_ARCHIVE,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,2,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,2,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,2,2,READ_EMAIL,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,2,3,REPLY_ALL,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,3,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,3,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,3,2,READ_EMAIL,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,3,3,REPLY_ALL,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,4,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,4,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,4,2,FLAG_STAR,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,5,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,5,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,5,2,READ_EMAIL,False
9,1,9,Day 01  09:00,work_hours,bob,normal_employee,5.0,False,5,3,REPLY,False
9,1,9,Day 01  09:00,work_hours,carol,normal_employee,5.0,False,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,carol,normal_employee,5.0,False,1,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,carol,normal_employee,5.0,False,1,2,READ_EMAIL,False
9,1,9,Day 01  09:00,work_hours,carol,normal_employee,5.0,False,1,3,REPLY,False
9,1,9,Day 01  09:00,work_hours,dave,developer,5.0,False,0,0,IDLE,False
9,1,9,Day 01  09:00,work_hours,eve,developer,5.0,False,0,0,IDLE,False
9,1,9,Day 01  09:00,work_hours,frank,normal_employee,5.0,False,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,frank,normal_employee,5.0,False,1,1,SEARCH_INBOX,False
9,1,9,Day 01  09:00,work_hours,frank,normal_employee,5.0,False,2,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,frank,normal_employee,5.0,False,2,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,frank,normal_employee,5.0,False,2,2,READ_EMAIL,False
9,1,9,Day 01  09:00,work_hours,frank,normal_employee,5.0,False,2,3,REPLY_ALL,False
9,1,9,Day 01  09:00,work_hours,grace,stressed_employee,15.0,True,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,grace,stressed_employee,15.0,True,1,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,grace,stressed_employee,15.0,True,1,2,FLAG_STAR,False
9,1,9,Day 01  09:00,work_hours,grace,stressed_employee,15.0,True,2,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,grace,stressed_employee,15.0,True,2,1,COMPOSE_NEW,False
9,1,9,Day 01  09:00,work_hours,grace,stressed_employee,15.0,True,3,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,grace,stressed_employee,15.0,True,3,1,COMPOSE_NEW,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,1,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,1,2,READ_EMAIL,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,1,3,REPLY_ALL,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,1,4,MASS_FWD_BCC,True
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,2,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,2,1,SEARCH_INBOX,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,2,2,SEARCH_SENS_KW,True
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,3,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,3,1,COMPOSE_NEW,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,4,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,4,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,4,2,MOVE_FOLDER,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,5,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,5,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,5,2,READ_EMAIL,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,5,3,REPLY,False
9,1,9,Day 01  09:00,work_hours,henry,stressed_employee,15.0,True,5,4,FWD_EXTERNAL,True
9,1,9,Day 01  09:00,work_hours,ivan,malicious_insider,25.0,True,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,ivan,malicious_insider,25.0,True,1,1,COMPOSE_NEW,False
9,1,9,Day 01  09:00,work_hours,julia,malicious_insider,25.0,True,1,0,OPEN_CLIENT,False
9,1,9,Day 01  09:00,work_hours,julia,malicious_insider,25.0,True,1,1,VIEW_INBOX,False
9,1,9,Day 01  09:00,work_hours,julia,malicious_insider,25.0,True,1,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,alice,normal_employee,5.5,False,1,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,alice,normal_employee,5.5,False,1,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,alice,normal_employee,5.5,False,1,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,alice,normal_employee,5.5,False,1,3,REPLY,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,1,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,1,1,SEARCH_INBOX,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,2,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,2,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,2,2,DELETE_ARCHIVE,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,3,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,3,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,3,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,3,3,REPLY_ALL,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,4,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,4,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,4,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,4,3,REPLY,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,5,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,5,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,bob,normal_employee,5.5,False,5,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,1,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,1,1,COMPOSE_NEW,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,2,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,2,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,2,2,DELETE_ARCHIVE,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,3,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,3,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,3,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,carol,normal_employee,5.5,False,3,3,REPLY_ALL,False
10,1,10,Day 01  10:00,work_hours,dave,developer,5.5,False,1,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,dave,developer,5.5,False,1,1,COMPOSE_NEW,False
10,1,10,Day 01  10:00,work_hours,eve,developer,5.5,False,0,0,IDLE,False
10,1,10,Day 01  10:00,work_hours,frank,normal_employee,5.5,False,0,0,IDLE,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,1,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,1,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,1,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,1,3,REPLY_ALL,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,2,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,2,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,2,2,FLAG_STAR,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,3,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,3,1,COMPOSE_NEW,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,4,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,4,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,4,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,grace,stressed_employee,16.5,True,4,3,REPLY,False
10,1,10,Day 01  10:00,work_hours,henry,stressed_employee,16.5,True,0,0,IDLE,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,1,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,1,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,1,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,1,3,ATTACH_SEND,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,1,4,DOWNLOAD_ATTACH,True
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,2,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,2,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,2,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,ivan,malicious_insider,27.5,True,2,3,CLICK_LINK,True
10,1,10,Day 01  10:00,work_hours,julia,malicious_insider,27.5,True,1,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,julia,malicious_insider,27.5,True,1,1,VIEW_INBOX,False
10,1,10,Day 01  10:00,work_hours,julia,malicious_insider,27.5,True,1,2,READ_EMAIL,False
10,1,10,Day 01  10:00,work_hours,julia,malicious_insider,27.5,True,1,3,REPLY_ALL,False
10,1,10,Day 01  10:00,work_hours,julia,malicious_insider,27.5,True,1,4,MASS_FWD_BCC,True
10,1,10,Day 01  10:00,work_hours,julia,malicious_insider,27.5,True,2,0,OPEN_CLIENT,False
10,1,10,Day 01  10:00,work_hours,julia,malicious_insider,27.5,True,2,1,COMPOSE_NEW,False
11,1,11,Day 01  11:00,work_hours,alice,normal_employee,6.0,False,1,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,alice,normal_employee,6.0,False,1,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,alice,normal_employee,6.0,False,1,2,READ_EMAIL,False
11,1,11,Day 01  11:00,work_hours,alice,normal_employee,6.0,False,1,3,ATTACH_SEND,False
11,1,11,Day 01  11:00,work_hours,bob,normal_employee,6.0,False,1,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,bob,normal_employee,6.0,False,1,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,bob,normal_employee,6.0,False,1,2,READ_EMAIL,False
11,1,11,Day 01  11:00,work_hours,bob,normal_employee,6.0,False,1,3,REPLY,False
11,1,11,Day 01  11:00,work_hours,carol,normal_employee,6.0,False,1,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,carol,normal_employee,6.0,False,1,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,carol,normal_employee,6.0,False,1,2,READ_EMAIL,False
11,1,11,Day 01  11:00,work_hours,carol,normal_employee,6.0,False,1,3,ATTACH_SEND,False
11,1,11,Day 01  11:00,work_hours,dave,developer,6.0,False,0,0,IDLE,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,1,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,1,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,1,2,READ_EMAIL,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,1,3,REPLY,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,2,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,2,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,2,2,READ_EMAIL,False
11,1,11,Day 01  11:00,work_hours,eve,developer,6.0,False,2,3,REPLY,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,1,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,1,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,1,2,READ_EMAIL,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,1,3,REPLY_ALL,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,2,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,2,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,2,2,READ_EMAIL,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,2,3,ATTACH_SEND,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,3,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,3,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,3,2,MOVE_FOLDER,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,4,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,frank,normal_employee,6.0,False,4,1,COMPOSE_NEW,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,1,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,1,1,SEARCH_INBOX,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,2,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,2,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,2,2,MOVE_FOLDER,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,3,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,3,1,VIEW_INBOX,False
11,1,11,Day 01  11:00,work_hours,grace,stressed_employee,18.0,True,3,2,FLAG_STAR,False
11,1,11,Day 01  11:00,work_hours,henry,stressed_employee,18.0,True,1,0,OPEN_CLIENT,False
11,1,11,Day 01  11:00,work_hours,henry,stressed_employee,18.0,True,1,1,VIEW_INBOX,False
